oper_data;oper_cv;oper_corret;oper_tipo;oper_ticker;oper_qtd;oper_preco_unit;oper_valor;oper_taxas;oper_ir;oper_moeda
28/01/2021;V;MyCap;Ação;TSLA34;-32;140,1;4483,2;5;0;BRL
01/02/2021;C;MyCap;Ação;BBAS3;100;34,29;3429;5;0;BRL
02/02/2021;C;MyCap;Ação;ITSA4;100;10,85;1085;5;0;BRL
12/02/2021;V;MyCap;Ação;MGLU3;-3200;25,77;82464;5;0;BRL
12/02/2021;V;MyCap;Ação;VALE3;-400;93,84;37536;5;0;BRL
12/02/2021;V;MyCap;Ação;CSNA3;-500;33,7;16850;5;0;BRL
12/02/2021;V;MyCap;Ação;PETR4;-500;28,35;14175;5;0;BRL
12/02/2021;V;MyCap;Ação;WEGE3;-100;86,39;8639;5;0;BRL
12/02/2021;V;MyCap;Ação;RDOR3;-80;73,01;5840,8;5;0;BRL
12/02/2021;V;MyCap;Ação;PETR3;-200;28,48;5696;5;0;BRL
12/02/2021;V;MyCap;Ação;GOAU4;-500;10,93;5465;5;0;BRL
12/02/2021;V;MyCap;Ação;NTCO3;-100;53,32;5332;5;0;BRL
12/02/2021;V;MyCap;Ação;GOLL4;-200;24,15;4830;5;0;BRL
12/02/2021;V;MyCap;Ação;RLOG3;-200;21,5;4300;5;0;BRL
12/02/2021;V;MyCap;Ação;RADL3;-200;25,83;5166;5;0;BRL
22/02/2021;V;MyCap;Ação;CVCB3;-400;17,74;7096;5;0;BRL
22/02/2021;V;MyCap;Ação;ABCB4;-200;15,13;3026;5;0;BRL
22/02/2021;C;MyCap;Ação;PETR4;200;22,27;4454;5;0;BRL
22/02/2021;C;MyCap;Ação;MGLU3;200;24,2;4840;5;0;BRL
09/03/2021;V;MyCap;Ação;TUPY3;-100;19,94;1994;5;0;BRL
09/03/2021;C;MyCap;Ação;MGLU3;100;23,72;2372;5;0;BRL
11/03/2021;V;MyCap;Ação;ITSA4;-900;10,14;9126;5;0;BRL
11/03/2021;C;MyCap;Ação;VALE3;100;99,53;9953;5;0;BRL
01/04/2021;C;MyCap;Ação;MGLU3;500;20,7;10350;0;0;BRL
01/04/2021;C;MyCap;Ação;CSNA3;200;36,59;7318;0;0;BRL
01/04/2021;C;MyCap;Ação;PETR4;100;23,85;2385;0;0;BRL
08/04/2021;C;MyCap;Ação;MGLU3;200;21,54;4308;0;0;BRL
08/04/2021;C;MyCap;Ação;GOLL4;100;22,95;2295;0;0;BRL
26/04/2021;C;BB;Crypto;HASH11;100;50;5000;0;0;BRL
03/05/2021;C;MyCap;Ação;WEGE3;200;34,9;6980;0;0;BRL
03/05/2021;C;MyCap;Ação;CVCB3;100;24;2400;0;0;BRL
07/05/2021;C;MyCap;FII;SNFF11;19;100;1900;0;0;BRL
01/06/2021;C;XP;FII;BTLG11;55;111,49;6131,95;0;0;BRL
04/06/2021;C;MyCap;Crypto;HASH11;140;35,5;4970;0;0;BRL
20/07/2021;C;MyCap;Ação;ITSA4;300;11,09;3327;0;0;BRL
20/07/2021;C;MyCap;Ação;WEGE3;100;34,68;3468;0;0;BRL
20/07/2021;C;MyCap;Ação;GOLL4;100;21,33;2133;0;0;BRL
20/07/2021;C;MyCap;Ação;CVCB3;100;24,95;2495;0;0;BRL
20/07/2021;C;MyCap;Ação;CSAN3;200;25,84;5168;0;0;BRL
22/07/2021;V;XP;FII;HSML11;-65;87,39;5680,35;0;0;BRL
22/07/2021;C;XP;FII;PVBI11;59;96,62;5700,58;0;0;BRL
30/07/2021;C;MyCap;Ação;WEGE3;100;35,86;3586;0;0;BRL
30/07/2021;C;MyCap;Ação;IVVB11;26;246,33;6404,58;0;0;BRL
10/08/2021;C;XP;FII;HGLG11;8;160,32;1282,56;0;0;BRL
16/08/2021;C;MyCap;Ação;CVCB3;100;17,48;1748;0;0;BRL
16/08/2021;C;MyCap;Ação;VALE3;10;108,35;1083,5;0;0;BRL
01/09/2021;C;MyCap;Ação;WEGE3;100;36,07;3607;0;0;BRL
23/09/2021;C;MyCap;Ação;VALE3;90;84,9;7641;0;0;BRL
23/09/2021;C;MyCap;Ação;EGIE3;100;38,71;3871;0;0;BRL
23/09/2021;C;MyCap;Ação;FLRY3;100;23,74;2374;0;0;BRL
29/09/2021;C;MyCap;Ação;VALE3;100;76,69;7669;0;0;BRL
29/09/2021;C;MyCap;Ação;MGLU3;300;14,39;4317;0;0;BRL
13/10/2021;C;MyCap;Ação;HYPE3;100;29,48;2948;0;0;BRL
13/10/2021;C;MyCap;Ação;CSMG3;200;14,12;2824;0;0;BRL
25/10/2021;C;MyCap;Ação;RENT3;100;48,11;4811;0;0;BRL
25/10/2021;C;XP;FII;VRTA11;8;107,58;860,64;0;0;BRL
03/11/2021;C;MyCap;Ação;ABEV3;200;17,83;3566;0;0;BRL
03/11/2021;C;MyCap;Ação;TSMC34;25;80,1;2002,5;0;0;BRL
03/11/2021;C;MyCap;Ação;SLCE3;100;44,33;4433;0;0;BRL
18/11/2021;C;Inter;Ação;MGLU3;100;9,2;920;0;0;BRL
26/11/2021;C;XP;FII;VRTA11;16;97,36;1557,76;0;0;BRL
01/12/2021;C;Inter;Ação;ARZZ3;100;71,22;7122;0;0;BRL
01/12/2021;C;Stake;Stock;SOLO;1;0;0;0;0;EUA
02/12/2021;C;Stake;Stock;FB;1;309,7;309,7;0;0;EUA
02/12/2021;C;Stake;Stock;AMZN;0,1;3460;346;0;0;EUA
02/12/2021;C;Stake;Stock;GOOGL;0,1;2869;286,9;0;0;EUA
02/12/2021;C;Stake;Stock;ALB;1;262,6;262,6;0;0;EUA
02/12/2021;C;Stake;Stock;QSR;2;56,19;112,38;0;0;EUA
02/12/2021;C;Stake;Stock;KO;5;53,12;265,6;0;0;EUA
02/12/2021;C;Stake;Stock;MSFT;1;330,61;330,61;0;0;EUA
02/12/2021;C;Stake;Stock;BWA;3;44,13;132,39;0;0;EUA
02/12/2021;C;Stake;Stock;PFE;5;53,5;267,5;0;0;EUA
02/12/2021;C;Stake;REIT;WPC;1;77,98;77,98;0;0;EUA
02/12/2021;C;Stake;REIT;VNO;2;41,33;82,66;0;0;EUA
02/12/2021;C;Stake;REIT;OHI;4;28,12;112,48;0;0;EUA
02/12/2021;C;Stake;REIT;O;2;67,87;135,74;0;0;EUA
02/12/2021;C;Stake;REIT;STAG;3;43,3;129,9;0;0;EUA
02/12/2021;C;Stake;REIT;SPG;1;152,71;152,71;0;0;EUA
02/12/2021;C;Stake;REIT;HST;5;15,74;78,7;0;0;EUA
02/12/2021;C;Stake;REIT;EQR;1;85,35;85,35;0;0;EUA
02/12/2021;C;Stake;REIT;EPR;2;45,6;91,2;0;0;EUA
02/12/2021;C;Stake;REIT;IRM;2;47,13;94,26;0;0;EUA
02/12/2021;C;Stake;REIT;HERO;3;28,59;85,77;0;0;EUA
02/12/2021;C;Stake;REIT;IAU;5;33,59;167,95;0;0;EUA
02/12/2021;C;Stake;REIT;DEM;2;42,77;85,54;0;0;EUA
02/12/2021;C;Stake;REIT;EIS;1;74,85;74,85;0;0;EUA
16/12/2021;C;Inter;Ação;ITSA4;100;9,71;971;0;0;BRL
20/12/2021;C;Inter;Ação;ITSA4;5;0;0;0;0;BRL
20/12/2021;C;MyCap;Ação;ITSA4;20;0;0;0;0;BRL
30/12/2021;C;MyCap;Ação;SLCE3;10;0;0;0;0;BRL
03/01/2022;C;Inter;Ação;MGLU3;200;6,85;1370;0;0;BRL
05/01/2022;C;Stake;Stock;AAPL;1;179,25;179,25;0;0;EUA
05/01/2022;C;Stake;Stock;BWA;1;48,6;48,6;0;0;EUA
05/01/2022;C;Stake;Stock;DIS;1;158,36;158,36;0;0;EUA
05/01/2022;C;Stake;Stock;KO;1;60,94;60,94;0;0;EUA
05/01/2022;C;Stake;Stock;QSR;1;58,93;58,93;0;0;EUA
05/01/2022;C;Stake;Stock;SONY;2;132;264;0;0;EUA
05/01/2022;C;Stake;Stock;TSN;2;90,86;181,72;0;0;EUA
05/01/2022;V;Stake;Stock;SOLO;-1;2,3;2,3;0;0;EUA
05/01/2022;C;Stake;REIT;DEM;2;43,87;87,74;0;0;EUA
05/01/2022;C;Stake;REIT;EIS;1;78,8;78,8;0;0;EUA
05/01/2022;C;Stake;REIT;EPR;2;48,6;97,2;0;0;EUA
05/01/2022;C;Stake;REIT;EQR;1;91,52;91,52;0;0;EUA
05/01/2022;C;Stake;REIT;HERO;4;27,6;110,4;0;0;EUA
05/01/2022;C;Stake;REIT;HST;6;17,94;107,64;0;0;EUA
05/01/2022;C;Stake;REIT;IAU;1;34,68;34,68;0;0;EUA
05/01/2022;C;Stake;REIT;O;2;71,7;143,4;0;0;EUA
05/01/2022;C;Stake;REIT;STAG;1;45,98;45,98;0;0;EUA
13/01/2022;C;Stake;Stock;AAPL;1;175,89;175,89;0;0;EUA
13/01/2022;C;Stake;Stock;BWA;2;48,64;97,28;0;0;EUA
13/01/2022;C;Stake;Stock;DIS;1;157,93;157,93;0;0;EUA
13/01/2022;C;Stake;Stock;FB;1;334,2;334,2;0;0;EUA
13/01/2022;C;Stake;Stock;KO;1;60,6;60,6;0;0;EUA
13/01/2022;C;Stake;Stock;PFE;1;55,7;55,7;0;0;EUA
13/01/2022;C;Stake;Stock;QSR;2;58,5;117;0;0;EUA
13/01/2022;C;Stake;Stock;VOO;1;434,15;434,15;0;0;EUA
13/01/2022;C;Stake;REIT;EIS;1;79,76;79,76;0;0;EUA
13/01/2022;C;Stake;REIT;HERO;1;27,08;27,08;0;0;EUA
13/01/2022;C;Stake;REIT;IRM;2;46,54;93,08;0;0;EUA
13/01/2022;C;Stake;REIT;OHI;1;30,95;30,95;0;0;EUA
13/01/2022;C;Stake;REIT;SPG;1;162,84;162,84;0;0;EUA
13/01/2022;C;Stake;REIT;STAG;1;44,42;44,42;0;0;EUA
13/01/2022;C;Stake;REIT;VNO;2;45,29;90,58;0;0;EUA
13/01/2022;C;Stake;REIT;WPC;2;80,45;160,9;0;0;EUA
14/01/2022;C;XP;FII;RECR11;11;100,74;1108,14;0;0;BRL
02/02/2022;C;Stake;Stock;ALB;1;222,67;222,67;0;0;EUA
02/02/2022;C;Stake;Stock;AMZN;0,1;3006,3;300,63;0;0;EUA
02/02/2022;C;Stake;Stock;BWA;1;44,93;44,93;0;0;EUA
02/02/2022;C;Stake;Stock;DIS;1;142,39;142,39;0;0;EUA
02/02/2022;C;Stake;Stock;GOOGL;0,1;2994,1;299,41;0;0;EUA
02/02/2022;C;Stake;Stock;KO;1;60,76;60,76;0;0;EUA
02/02/2022;C;Stake;Stock;QSR;1;57,06;57,06;0;0;EUA
02/02/2022;C;Stake;Stock;SONY;1;112,4;112,4;0;0;EUA
02/02/2022;C;Stake;Stock;TSN;1;90,73;90,73;0;0;EUA
02/02/2022;C;Stake;REIT;EPR;2;44,86;89,72;0;0;EUA
02/02/2022;C;Stake;REIT;EQR;1;92,21;92,21;0;0;EUA
02/02/2022;C;Stake;REIT;HST;3;17,23;51,69;0;0;EUA
02/02/2022;C;Stake;REIT;IAU;1;34,41;34,41;0;0;EUA
02/02/2022;C;Stake;REIT;IRM;1;46,57;46,57;0;0;EUA
02/02/2022;C;Stake;REIT;OHI;3;30,61;91,83;0;0;EUA
02/02/2022;C;Stake;REIT;VNO;1;41,49;41,49;0;0;EUA
02/02/2022;C;Stake;REIT;WPC;1;77,75;77,75;0;0;EUA
09/02/2022;C;Inter;Ação;MGLU3;100;6,59;659;0;0;BRL
16/02/2022;C;XP;FII;RECR11;7;99,95;699,65;0;0;BRL
25/02/2022;C;Stake;Stock;AAPL;1;164,55;164,55;0;0;EUA
25/02/2022;C;Stake;Stock;BWA;1;84,92;84,92;0;0;EUA
25/02/2022;C;Stake;Stock;MMM;1;151,34;151,34;0;0;EUA
25/02/2022;C;Stake;Stock;MSFT;1;295,88;295,88;0;0;EUA
25/02/2022;C;Stake;Stock;QSR;1;56,82;56,82;0;0;EUA
25/02/2022;C;Stake;Stock;TSN;1;93,22;93,22;0;0;EUA
25/02/2022;C;Stake;REIT;DEM;1;45,2;45,2;0;0;EUA
25/02/2022;C;Stake;REIT;OHI;1;28,27;28,27;0;0;EUA
25/02/2022;C;Stake;REIT;STAG;1;39,5;39,5;0;0;EUA
25/02/2022;C;Stake;REIT;VNO;1;43,79;43,79;0;0;EUA
23/03/2022;C;XP;FII;BTLG11;3;100,19;300,57;0;0;BRL
23/03/2022;C;XP;FII;RECR11;3;99,88;299,64;0;0;BRL
04/04/2022;V;MyCap;Ação;VALE3;-200;98;19600;0;0;BRL
